"Name (SKU)","Supplier","Location","Drop Level","Total Inventory","Packed Inventory","Prelisted","Bulk Inventory","Ordered Inventory","Last Orders","SA BOMs","Popularity","Lead Time","Weeks On Hand","Case Qty","Discontinued","Core Status","Purchase Coverage Goal","Packed Coverage Goal","Buffer Settings","Carton/Sticker","Carton/Sticker Inventory","Recommended","W34 (8/16)","W35 (8/23)","W36 (8/30)","W37 (9/6)","W38 (9/13)","W39 (9/20)","W40 (9/27)","W41 (10/4)","W42 (10/11)","W43 (10/18)","W44 (10/25)","W45 (11/1)","W46 (11/8)","W47 (11/15)","W48 (11/22)","W49 (11/29)","W50 (12/6)","W51 (12/13)","W52 (12/20)","W1 (12/27)","W2 (1/3)","W3 (1/10)","W4 (1/17)","W5 (1/24)","W6 (1/31)","W7 (2/7)","W8 (2/14)","W9 (2/21)","W10 (2/28)","W11 (3/7)","W12 (3/14)","W13 (3/21)","W14 (3/28)","W15 (4/4)","W16 (4/11)","W17 (4/18)","W18 (4/25)","W19 (5/2)","W20 (5/9)","W21 (5/16)","W22 (5/23)","W23 (5/30)","W24 (6/6)","W25 (6/13)","W26 (6/20)","W27 (6/27)","W28 (7/4)","W29 (7/11)","W30 (7/18)","W31 (7/25)","W32 (8/1)","W33 (8/8)","W34 (8/15)","W35 (8/22)","W36 (8/29)","W37 (9/5)","W38 (9/12)","W39 (9/19)","W40 (9/26)","W41 (10/3)"
"Botter Primitivo Individual ( RM-10-172-A )","Not set","WCC","0","70","70","-","0","-","-","SA-10-172-A 1.0","Wine Tastings :  2.1 %","0 w","0 w","—","SA-10-172-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","4","6","5","5","5","5","6","12","9","7","7","6","8","11","9","37","74","144","98","26","35","15","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tenute Rossetti Chianti Individual ( RM-10-173-A )","Not set","WCC","0","23","23","-","0","-","-","SA-10-173-A 1.0","Wine Tastings :  2.2 %","0 w","0 w","—","SA-10-173-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","4","6","5","5","5","6","7","12","10","7","8","7","8","12","10","38","77","148","100","27","36","15","11","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Henri Gaillard Rosé Cotes de Provence Individual ( RM-10-175-A )","Not set","WCC","0","181","181","-","0","-","-","SA-10-175-A 1.0","Wine Tastings :  2.8 %","0 w","0 w","—","SA-10-175-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","5","8","6","7","6","7","8","16","12","9","10","8","10","15","12","48","98","189","128","34","46","19","14","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Calvet Reserve Bordeaux Individual ( RM-10-176-A )","Not set","WCC","0","74","74","-","0","-","-","SA-10-176-A 1.0","Wine Tastings :  3.4 %","0 w","0 w","—","SA-10-176-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","6","9","8","8","8","9","10","19","15","11","12","10","12","18","15","59","120","233","158","42","57","23","17","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mainz Spatburgunder Individual ( RM-10-177-A )","Not set","WCC","0","146","146","-","0","-","-","SA-10-177-A 1.0","Wine Tastings :  0.9 %","0 w","0 w","—","SA-10-177-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","2","2","2","2","2","2","3","5","4","3","3","3","3","5","4","15","30","59","40","11","14","6","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hechtshem Weissburgunder Individual ( RM-10-178-A )","Not set","—","0","108","108","-","0","-","-","SA-10-178-A 1.0","-","0 w","0 w","—","SA-10-178-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dark Rock Red Blend Individual ( RM-10-180-A )","Not set","WCC","0","12","12","-","0","-","-","SA-10-180-A 1.0","Wine Tastings :  2.4 %","0 w","0 w","—","SA-10-180-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","5","7","5","6","6","6","7","13","11","8","8","7","9","13","11","41","84","163","111","30","40","16","12","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Folk Machine Valdigué Individual ( RM-10-181-A )","Not set","WCC","0","167","167","-","0","-","-","SA-10-181-A 1.0","Wine Tastings :  1.1 %","0 w","0 w","—","SA-10-181-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","2","3","2","3","2","3","3","6","5","3","4","3","4","6","5","18","37","72","49","13","17","7","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vinebox Petite Sirah Individual ( RM-10-182-A )","Not set","WCC","0","14","14","-","0","-","-","SA-10-182-A 1.0","Wine Tastings :  2.5 %","0 w","0 w","—","SA-10-182-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","5","7","6","6","6","6","7","14","11","8","9","7","9","13","11","43","87","168","114","30","41","17","12","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hobo Zinfandel Individual ( RM-10-183-A )","Not set","WCC","0","50","50","-","0","-","-","SA-10-183-A 1.0","Wine Tastings :  1.4 %","0 w","0 w","—","SA-10-183-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","3","4","3","3","3","4","4","8","6","4","5","4","5","7","6","24","49","94","64","17","23","9","7","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Westmount Pinot Noir Individual ( RM-10-185-A )","Not set","WCC","0","79","79","-","0","-","-","SA-10-185-A 1.0","Wine Tastings :  2.6 %","0 w","0 w","—","SA-10-185-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","5","7","6","6","6","7","8","14","11","8","9","8","9","14","11","44","89","173","117","31","42","17","12","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Westmount Riesling Individual ( RM-10-186-A )","Not set","WCC","0","79","79","-","0","-","-","SA-10-186-A 1.0","Wine Tastings :  1.8 %","0 w","0 w","—","SA-10-186-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","3","5","4","4","4","5","5","10","8","6","6","5","6","9","8","30","62","120","81","22","29","12","9","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wish Street 19 Laurel Ave Chardonnay Individual ( RM-10-187-A )","Not set","WCC","0","275","275","-","0","-","-","SA-10-187-A 1.0","Wine Tastings :  1.0 %","0 w","0 w","—","SA-10-187-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","2","3","2","2","2","3","3","5","4","3","3","3","4","5","4","17","34","67","45","12","16","7","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wish Street 18 Willow Street Aligote Individual ( RM-10-188-A )","Not set","WCC","0","487","487","-","0","-","-","SA-10-188-A 1.0","Wine Tastings :  1.5 %","0 w","0 w","—","SA-10-188-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","3","4","3","4","3","4","4","8","7","5","5","5","5","8","7","26","52","101","69","18","25","10","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Camp White Blend Individual ( RM-10-189-A )","Not set","WCC","0","777","777","-","0","-","-","SA-10-189-A 1.0","Wine Tastings :  0.4 %","0 w","0 w","—","SA-10-189-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","1","1","1","1","1","1","1","2","2","1","2","1","2","2","2","7","15","29","20","5","7","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hue Savignon Blanc Individual ( RM-10-190-A )","Not set","WCC","0","104","104","-","0","-","-","SA-10-190-A 1.0","Wine Tastings :  3.2 %","0 w","0 w","—","SA-10-190-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","6","9","7","8","7","8","10","18","14","10","11","10","11","17","14","55","111","214","145","39","52","22","15","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hue Rosè Individual ( RM-10-191-A )","Not set","WCC","0","10","10","-","0","-","-","SA-10-191-A 1.0","Wine Tastings :  3.8 %","0 w","0 w","—","SA-10-191-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","7","11","9","9","9","10","12","21","17","12","13","12","14","21","17","66","134","260","176","47","63","26","19","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Last Press Epilogue Merlot Bulk ( RM-10-192-A )","Not set","WCC","0","3,404","3,404","-","0","-","-","SA-10-192-A 1.0","Wine Tastings :  1.3 %","0 w","0 w","—","SA-10-192-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","2","4","3","3","3","3","4","7","6","4","5","4","5","7","6","22","46","88","60","16","21","9","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Last Press Story Red Blend Bulk ( RM-10-193-A )","Not set","WCC","0","4,066","4,066","-","0","-","-","SA-10-193-A 1.0","Wine Tastings :  1.6 %","0 w","0 w","—","SA-10-193-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","3","5","4","4","4","4","5","9","7","5","6","5","6","9","7","28","57","111","75","20","27","11","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vintist Grenache Bulk ( RM-10-196-A )","Not set","WCC","0","3,334","3,334","-","0","-","-","SA-10-196-A 1.0","Wine Tastings :  1.7 %","0 w","0 w","—","SA-10-196-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","3","5","4","4","4","4","5","9","7","5","6","5","6","9","7","29","58","112","76","20","27","11","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vintist Orange Muscat Bulk ( RM-10-199-A )","Not set","WCC","0","2,735","2,735","-","0","-","-","SA-10-199-A 1.0","Wine Tastings :  2.6 %","0 w","0 w","—","SA-10-199-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","5","7","6","6","6","7","8","14","11","8","9","8","9","14","11","44","90","174","118","31","42","18","12","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vinebox Sauvignong Blanc Bulk ( RM-10-200-A )","Not set","WCC","0","3,040","3,040","-","0","-","-","SA-10-200-A 1.0","Wine Tastings :  3.2 %","0 w","0 w","—","SA-10-200-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","6","9","7","8","7","8","10","18","14","10","11","10","11","17","14","55","112","217","147","39","53","22","16","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Opolo Reserve Petite Sirah Bulk ( RM-10-201-A )","Not set","WCC","0","3,836","3,726","-","110","-","-","SA-10-201-A 1.0","Wine Tastings :  3.2 %","0 w","0 w","—","SA-10-201-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","6","9","7","7","7","8","9","18","14","10","11","10","11","17","14","54","110","214","145","39","52","22","15","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Opolo Cabernet Sauvignon Bulk ( RM-10-202-A )","Not set","WCC","0","3,766","3,656","-","110","-","-","SA-10-202-A 1.0","Wine Tastings :  4.7 %","0 w","0 w","—","SA-10-202-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","9","13","10","11","11","12","14","26","21","15","16","14","17","25","20","80","163","315","214","57","77","32","23","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vinebox Sangiovese Bulk ( RM-10-203-A )","Not set","WCC","0","3,360","3,265","-","95","-","-","SA-10-203-A 1.0","Wine Tastings :  1.6 %","0 w","0 w","—","SA-10-203-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","3","4","4","4","4","4","5","9","7","5","5","5","6","8","7","27","55","107","73","19","26","11","8","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thank you Daisy Tiny Terracotta Individual ( RM-15-044-A )","Not set","—","0","0","0","-","0","-","-","SA-15-044-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Good Luck Clover Tiny Terracotta Individual ( RM-15-047-A )","Not set","—","0","0","0","-","0","-","-","SA-15-047-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zinnia Tiny Terracotta Individual ( RM-15-050-A )","Not set","—","0","0","0","-","0","-","-","SA-15-050-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rosemary Tiny Terracotta Individual ( RM-15-051-A )","Not set","—","0","0","0","-","0","-","-","SA-15-051-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Apples & Maple Bourbon (Holiday) Individual ( RM-16-014-A )","Not set","—","0","0","0","-","0","-","-","SA-16-014-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Candle Coaster ( RM-16-110-A )","Not set","—","0","0","0","-","0","-","-","SA-16-110-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Copper Cow Mocha Creamer ( RM-19-088-A )","Not set","—","0","9,800","0","-","0","9,800","P02061 6/8/26","SA-19-088-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cusa English Breakfast Tea Individual  ( RM-20-058-A )","Not set","—","0","0","0","-","0","-","-","SA-20-058-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Champagne Garlic Honey Mustard Individual ( RM-39-022-A )","Not set","—","0","0","0","-","0","-","-","SA-39-022-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vida Ceramic Mug Individual ( RM-39-072-A )","Not set","—","0","0","0","-","0","-","-","SA-39-072-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"English Breakfast Tea Cube - 12 sachets Individual ( RM-39-081-A )","Not set","—","0","0","0","-","0","-","-","SA-39-081-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Masala Chai Tea Cube - 12 sachets Individual ( RM-39-082-A )","Not set","—","0","0","0","-","0","-","-","SA-39-082-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jasmine Reserve Tea Cube - 12 sachets Individual ( RM-39-083-A )","Not set","—","0","0","0","-","0","-","-","SA-39-083-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Earl Grey Creme Tea Cube - 12 sachets Individual ( RM-39-084-A )","Not set","—","0","0","0","-","0","-","-","SA-39-084-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Egyptian Chamomile Tea Cube - 12 sachets Individual ( RM-39-085-A )","Not set","—","0","0","0","-","0","-","-","SA-39-085-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"French Lemon Ginger Tea Cube - 12 sachets Individual ( RM-39-086-A )","Not set","—","0","0","0","-","0","-","-","SA-39-086-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"White Coconut Creme Tea Cube - 12 sachets Individual ( RM-39-087-A )","Not set","—","0","0","0","-","0","-","-","SA-39-087-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
