"Name (SKU)","Supplier","Location","Drop Level","Total Inventory","Packed Inventory","Prelisted","Bulk Inventory","Ordered Inventory","Last Orders","SA BOMs","Popularity","Lead Time","Weeks On Hand","Case Qty","Discontinued","Core Status","Purchase Coverage Goal","Packed Coverage Goal","Buffer Settings","Carton/Sticker","Carton/Sticker Inventory","Recommended","W34 (8/16)","W35 (8/23)","W36 (8/30)","W37 (9/6)","W38 (9/13)","W39 (9/20)","W40 (9/27)","W41 (10/4)","W42 (10/11)","W43 (10/18)","W44 (10/25)","W45 (11/1)","W46 (11/8)","W47 (11/15)","W48 (11/22)","W49 (11/29)","W50 (12/6)","W51 (12/13)","W52 (12/20)","W1 (12/27)","W2 (1/3)","W3 (1/10)","W4 (1/17)","W5 (1/24)","W6 (1/31)","W7 (2/7)","W8 (2/14)","W9 (2/21)","W10 (2/28)","W11 (3/7)","W12 (3/14)","W13 (3/21)","W14 (3/28)","W15 (4/4)","W16 (4/11)","W17 (4/18)","W18 (4/25)","W19 (5/2)","W20 (5/9)","W21 (5/16)","W22 (5/23)","W23 (5/30)","W24 (6/6)","W25 (6/13)","W26 (6/20)","W27 (6/27)","W28 (7/4)","W29 (7/11)","W30 (7/18)","W31 (7/25)","W32 (8/1)","W33 (8/8)","W34 (8/15)","W35 (8/22)","W36 (8/29)","W37 (9/5)","W38 (9/12)","W39 (9/19)","W40 (9/26)","W41 (10/3)"
"Salt Cellar Individual ( RM-39-076-A )","Faire","—","7","0","0","-","-55","-","-","FG-48-016-A 1.0 FG-48-017-A 1.0 FG-48-018-A 1.0 SA-48-071-A 1.0","-","4 w","8 w","—","4  Active","Legacy","—","—","0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cookies and Cream Wondermade Marshmallows ( RM-39-094-A )","Faire","—","15","0","0","-","12","-","-","","-","4 w","8 w","—","5  Active","Legacy","—","—","0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wondermade Mint Chocolate Chip Marshmallows ( RM-39-095-A )","Faire","—","7","39","0","-","46","-","-","","-","4 w","8 w","—","5  Active","Legacy","—","—","0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Martini Soap Sponge Individual ( RM-40-059-A )","Faire","Englewood","38","12","3","-","47","-","-","","Gourmet Goods & Spa :  4.2 %","4 w","8 w","—","18  Active","Legacy","—","—","0 % Week  49 - 53","-","-","707","38","52","44","46","46","52","61","107","86","62","69","57","69","110","85","214","428","635","414","170","203","95","66","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Purple Crochet Heart Individual ( RM-40-060-A )","Faire","Englewood","10","665","5","-","670","-","-","","Gourmet Goods & Spa :  2.3 %","4 w","8 w","—","5  Active","Legacy","—","—","0 % Week  49 - 53","-","-","0","21","28","24","25","25","28","33","59","47","34","38","31","38","60","47","117","234","348","227","93","111","52","36","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yellow Crochet Heart Individual ( RM-40-063-A )","Faire","Englewood","8","50","31","-","27","-","-","","Gourmet Goods & Spa :  0.8 %","4 w","8 w","—","5  Active","Core","—","—","0 % Week  49 - 53","-","-","83","7","10","8","8","8","10","11","20","16","11","13","11","13","20","16","40","79","117","76","31","38","18","12","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blue Crochet Heart Individual ( RM-40-064-A )","Faire","Englewood","12","203","5","-","210","-","-","","Gourmet Goods & Spa :  1.5 %","4 w","8 w","—","5  Active","Legacy","—","—","0 % Week  49 - 53","-","-","52","13","18","15","16","16","18","22","38","31","22","25","20","24","39","30","76","152","225","147","60","72","34","23","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Formulary 55 Ocean and Oakmoss 6 oz soap Individual ( RM-40-066-A )","Faire","Englewood","11","7","5","-","13","-","-","FG-48-008-A 1.0 FG-48-009-A 1.0 SA-48-061-A 1.0 SA-51-105-E 1.0","Gourmet Goods & Spa :  1.2 %","4 w","8 w","—","4  Active","Legacy","—","—","0 % Week  49 - 53","-","-","200","11","15","13","13","13","15","18","31","25","18","20","17","20","32","25","62","123","183","119","49","58","27","19","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sea Sponge Individual ( RM-40-067-A )","Faire","—","1","0","0","-","-240","-","-","","-","4 w","8 w","—","6  Active","Legacy","—","—","0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Formulary 55 Apiary 6 oz soap Individual ( RM-40-072-A )","Faire","Englewood","5","0","1","-","-118","-","-","","Gourmet Goods & Spa :  1.2 %","4 w","8 w","—","5  Active","Legacy","—","—","0 % Week  49 - 53","-","-","326","11","15","12","13","13","15","17","30","24","18","20","16","20","31","24","61","121","180","117","48","58","27","19","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Green Crochet Heart Individual ( RM-40-075-A )","Faire","Englewood","38","65","43","145","60","-","-","","Gourmet Goods & Spa :  10.9 %","4 w","8 w","—","14  Active","Core","—","—","0 % Week  49 - 53","-","-","1774","96","132","112","117","117","132","156","274","220","158","178","147","176","280","218","548","1094","1624","1059","435","519","243","169","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Red Crochet Heart Individual ( RM-40-076-A )","Faire","—","10","133","-1","-","144","-","-","","-","4 w","8 w","—","1  Disc 7  Active","Legacy","—","—","0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Teal Felt Heart ( RM-40-093-A )","Faire","—","10","0","0","-","-24","-","-","FG-48-032-A 1.0 FG-48-033-A 1.0 SA-48-087-A 1.0","-","4 w","8 w","—","1  Disc 2  Active","Legacy","—","—","0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fuzzy Socks ( RM-40-094-A )","Faire","Englewood","8","0","2","-","-32","-","-","FG-48-035-A 1.0 FG-48-036-A 1.0 SA-48-092-A 1.0 SA-51-119-E 1.0","Gourmet Goods & Spa :  2.8 %","4 w","8 w","—","4  Active","Legacy","—","—","0 % Week  49 - 53","-","-","515","25","34","29","30","30","34","40","71","57","41","46","38","46","73","57","142","284","421","275","113","135","63","44","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Annies Caramel Sticks ( RM-48-200-A )","Faire","—","16","4,288","-16","-","4,320","-","-","FG-48-015-A 0.1 SA-39-075-A 0.1","-","4 w","8 w","—","3  Active","Legacy","—","—","0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vinebox Petit Sirah Bulk ( RM-14-286-A )","Hobo Wines","WCC","1","329","330","-","0","-","-","SA-14-286-A 1.0","Large Wine :  7.1 %","4 w","14 w","—","SA-14-286-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","2","2","2","2","2","2","2","4","4","2","2","3","4","4","4","28","51","120","93","25","25","13","7","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Holiday Tree Marshmallow Topper Individual  ( RM-21-079-A )","Melville","—","0","0","0","-","0","-","-","SA-21-079-A","-","1 w","6 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Snowflake Marshmallow Topper Individual ( RM-21-081-A )","Melville Candy","—","0","0","0","-","0","-","-","SA-21-081-A","-","4 w","14 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cola Pacifier Individual ( RM-01-151-A )","Nordic Bangers","Englewood","8 lb","93 lb","8","-","93 lb","-","-","SA-01-151-A 4.0","-","4 w","14 w","—","SA-01-151-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-25-151-XXX","2,001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Foam Mushrooms Individual ( RM-01-152-A )","Nordic Bangers","Englewood","7 lb","8 lb","7","-","8 lb","-","-","SA-01-152-A 7.7","-","4 w","14 w","—","SA-01-152-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-25-152-XXX","1,002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Astra Sour Watermelons Individual ( RM-01-156-A )","Nordic Bangers","Englewood","12 lb","322 lb","13","-","321 lb","-","-","SA-01-156-A 3.3","-","4 w","14 w","—","SA-01-156-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-25-156-XXX","1,803","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bubs Raspberry Sour Skulls Individual ( RM-01-157-A )","Nordic Bangers","—","0","0","0","-","0","-","-","SA-01-157-A","-","4 w","14 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gummy Flowers Individual ( RM-01-163-A )","Nordic Bangers","Englewood","10 lb","180 lb","10","-","180 lb","-","-","SA-01-163-A 3.4","-","4 w","14 w","—","SA-01-163-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-24-163-XXX","735","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pastel Sour Gummy Bears Individual ( RM-01-164-A )","Nordic Bangers","Englewood","10 lb","183 lb","10","-","183 lb","-","-","SA-01-164-A 3.4","-","4 w","14 w","—","SA-01-164-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-24-164-XXX","658","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Foam Strawberry Skulls ( RM-01-166-A )","Nordic Bangers","Englewood","1 lb","235 lb","2","-","234 lb","-","-","SA-01-166-A 3.4","-","4 w","14 w","—","SA-01-166-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-25-166-XXX","1,494","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Banana Caramel Bubs ( RM-01-168-A )","Nordic Bangers","Englewood","2 lb","375 lb","110","-","267 lb","-","-","SA-01-168-A 1.0","-","4 w","14 w","—","SA-01-168-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-24-168-XXX","1,044","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mini Sour Pear Bubs ( RM-01-169-A )","Nordic Bangers","Englewood","32 lb","386 lb","51","-","367 lb","-","-","SA-01-169-A 1.0","-","4 w","14 w","—","SA-01-169-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A01-REG-24-169-XXX","1,260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shannon Ridge Chardonnay Bulk ( RM-14-156-A )","Shannon Family of Wines","WCC","0","15","15","-","0","-","-","SA-10-156-A 1.0","-","1 w","2 w","—","1  Disc 4  Active","Legacy","—","—","50.0 % Week  49 - 53","L-W10-REG-24-156","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shannon Ridge Pinot Gris Bulk ( RM-14-157-A )","Shannon Family of Wines","WCC","0","481","481","-","0","-","-","SA-10-157-A 1.0","Wine Tastings :  1.2 %","1 w","2 w","—","SA-10-157-A :   No SA-14-157-A :   No","Legacy","—","—","50.0 % Week  49 - 53","L-W10-REG-24-157","-","0","2","3","3","3","3","3","4","7","6","4","4","4","4","7","5","21","43","84","57","15","20","8","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Horacio Simoes Castelao Bulk ( RM-10-153-A )","Tubes","—","0","17","17","-","0","-","-","SA-10-153-A 1.0","-","4 w","14 w","—","4  Active","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bojador Red Blend Bulk ( RM-10-154-A )","Tubes","WCC","0","10","10","-","0","-","-","SA-10-154-A 1.0","Wine Tastings :  2.6 %","4 w","14 w","—","4  Active","Legacy","—","—","50.0 % Week  49 - 53","-","-","437","5","7","6","6","6","7","8","15","12","8","9","8","9","14","11","45","92","178","121","32","43","18","13","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Quinta Do Monte Travesslo Bulk ( RM-10-155-A )","Tubes","—","0","31","31","-","0","-","-","SA-10-155-A 1.0","-","4 w","14 w","—","3  Active","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pumpkin and Cranberry Tiny Bones Bulk ( RM-06-011-A )","disc-The Pound Bakery","Englewood","1 lb","0 lb","0","-","-10 lb","-","-","SA-06-011-A 6.7","-","0 w","0 w","—","SA-06-011-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","L-A06-REG-24-011-XXX","701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bubs Raspberry Blueberry Sour Ovals Individual ( RM-01-158-A )","Not set","—","0","0","0","-","0","-","-","SA-01-158-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bubs Banana Sweet Ovals Individual ( RM-01-159-A )","Not set","—","0","0","0","-","0","-","-","SA-01-159-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Snow Day Gummies Bulk ( RM-01-183-A )","Not set","—","0","1,000","0","-","0","1,000","P02030 5/21/26","SA-01-183-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sconza Cookie Bites – Peppermint Bulk ( RM-01-184-A )","Not set","—","0","460","0","-","0","460","P02027 5/20/26","SA-01-184-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sconza Cookie Bites – Sugar Cookie Bulk ( RM-01-185-A )","Not set","—","0","460","0","-","0","460","P02027 5/20/26","SA-01-185-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taffy Town Holiday Mix Bulk ( RM-01-186-A )","Not set","—","0","405","0","-","0","405","P02027 5/20/26","SA-01-186-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oatmeal Cranberry Pecan GFV Individual ( RM-03-002-A )","Not set","—","0","0","0","-","0","-","-","SA-03-002-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oatmeal Raisin Individual ( RM-03-029-A )","Not set","—","0","0","0","-","0","-","-","SA-03-029-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chocolate Chip GFV Individual ( RM-03-059-A )","Not set","—","0","0","0","-","0","-","-","SA-03-059-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stuffed Peanut Butter Chocolate Individual ( RM-03-094-A )","Not set","—","0","0","0","-","0","-","-","SA-03-094-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Milk Chocolate Peanuts Bulk ( RM-05-068-A )","Not set","—","0","0","0","-","0","-","-","SA-05-068-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chicken Paw Biscuits Bulk (do not use) ( RM-06-024-A )","Not set","—","0","0","0","-","0","-","-","SA-06-024-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Honey Oat Bears Bulk (do not use) ( RM-06-025-A )","Not set","—","0","0","0","-","0","-","-","SA-06-025-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Liver Lover Jumbo Hearts Bulk ( RM-06-030-A )","Not set","—","0","0","0","-","0","-","-","SA-06-030-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Happy Birthday Bandana ( RM-06-086-A )","Not set","—","0","0","0","-","0","-","-","SA-06-086-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Red Mitten Charm Individual ( RM-06-097-A )","Not set","—","0","0","0","-","0","-","-","SA-06-097-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RainbowCharm Individual  ( RM-06-104-A )","Not set","Englewood","18","0","18","-","0","-","-","SA-06-104-A 1.0","Dog S-Wag :  1.3 %","0 w","0 w","—","SA-06-104-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","5","5","8","6","7","6","7","9","16","12","9","10","8","10","14","12","36","71","102","70","18","22","11","8","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chicken Bandana Individual ( RM-06-120-A )","Not set","Englewood","1","69","70","-","0","-","-","SA-06-120-A 1.0","Dog S-Wag :  3.7 %","0 w","0 w","—","SA-06-120-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","14","21","17","19","18","21","25","44","33","25","28","23","27","40","32","100","198","286","196","52","62","30","22","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chicken Bowtie Individual ( RM-06-121-A )","Not set","Englewood","3","19","22","-","0","-","-","SA-06-121-A 1.0","Dog S-Wag :  3.4 %","0 w","0 w","—","SA-06-121-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","13","20","16","17","17","19","23","41","31","23","26","22","25","38","30","94","186","268","183","48","58","28","20","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shannon Ridge Chardonnay Bulk ( RM-10-156-A )","Not set","WCC","0","15","15","-","0","-","-","SA-10-156-A","-","0 w","0 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Ramon Lozano Verdejo Sauvignon Blanc Individual ( RM-10-170-A )","Not set","WCC","0","3","3","-","0","-","-","SA-10-170-A 1.0","Wine Tastings :  1.9 %","0 w","0 w","—","SA-10-170-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","1","4","5","4","5","4","5","6","11","9","6","7","6","7","10","8","33","67","130","88","24","32","13","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Botter Pecorino Individual ( RM-10-171-A )","Not set","—","0","18","18","-","0","-","-","SA-10-171-A 1.0","-","0 w","0 w","—","SA-10-171-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
