"Name (SKU)","Supplier","Location","Drop Level","Total Inventory","Packed Inventory","Prelisted","Bulk Inventory","Ordered Inventory","Last Orders","SA BOMs","Popularity","Lead Time","Weeks On Hand","Case Qty","Discontinued","Core Status","Purchase Coverage Goal","Packed Coverage Goal","Buffer Settings","Carton/Sticker","Carton/Sticker Inventory","Recommended","W34 (8/16)","W35 (8/23)","W36 (8/30)","W37 (9/6)","W38 (9/13)","W39 (9/20)","W40 (9/27)","W41 (10/4)","W42 (10/11)","W43 (10/18)","W44 (10/25)","W45 (11/1)","W46 (11/8)","W47 (11/15)","W48 (11/22)","W49 (11/29)","W50 (12/6)","W51 (12/13)","W52 (12/20)","W1 (12/27)","W2 (1/3)","W3 (1/10)","W4 (1/17)","W5 (1/24)","W6 (1/31)","W7 (2/7)","W8 (2/14)","W9 (2/21)","W10 (2/28)","W11 (3/7)","W12 (3/14)","W13 (3/21)","W14 (3/28)","W15 (4/4)","W16 (4/11)","W17 (4/18)","W18 (4/25)","W19 (5/2)","W20 (5/9)","W21 (5/16)","W22 (5/23)","W23 (5/30)","W24 (6/6)","W25 (6/13)","W26 (6/20)","W27 (6/27)","W28 (7/4)","W29 (7/11)","W30 (7/18)","W31 (7/25)","W32 (8/1)","W33 (8/8)","W34 (8/15)","W35 (8/22)","W36 (8/29)","W37 (9/5)","W38 (9/12)","W39 (9/19)","W40 (9/26)","W41 (10/3)"
"Urgency Zinfandel  ( SA-14-065-A )","Wine","—","0","0","0","-","0","-","-","SA-14-065-A 1.0","-","4 w","4 w","—","SA-14-065-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Urgency Chardonnay  ( SA-14-066-A )","Wine","—","0","0","0","-","0","-","-","SA-14-066-A 1.0","-","4 w","4 w","—","SA-14-066-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Elder Rock Pino Grigo  ( SA-14-067-A )","Wine","WCC","0","0","0","-","0","-","-","SA-14-067-A 1.0","-","4 w","4 w","—","SA-14-067-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reflection Ridge Red Blend  ( SA-14-068-A )","Wine","—","0","0","0","-","0","-","-","SA-14-068-A 1.0","-","4 w","4 w","—","SA-14-068-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Axel des Vignes Bordeaux  ( SA-14-069-A )","Wine","—","0","0","0","-","0","-","-","SA-14-069-A 1.0","-","4 w","4 w","—","SA-14-069-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tutela Pinot Grigio ( SA-14-070-A )","Wine","—","0","0","0","-","0","-","-","SA-14-070-A 1.0","-","4 w","4 w","—","SA-14-070-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nebla Veredejo Rosé ( SA-14-071-A )","Wine","—","0","0","0","-","0","-","-","SA-14-071-A 1.0","-","4 w","4 w","—","SA-14-071-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Longford Estate Cabernet Sauvignon ( SA-14-072-A )","Wine","—","0","0","0","-","0","-","-","SA-14-072-A 1.0","-","4 w","4 w","—","SA-14-072-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Savino Prosecco  ( SA-14-073-A )","Wine","—","0","0","0","-","0","-","-","SA-14-073-A 1.0","-","4 w","4 w","—","SA-14-073-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Maison Montagne Cabernet Sauvignon ( SA-14-074-A )","Wine","—","0","0","0","-","0","-","-","SA-14-074-A 1.0","-","4 w","4 w","—","SA-14-074-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lab Rosé ( SA-14-075-A )","Wine","WCC","0","8","4","-","4","-","-","SA-14-075-A 1.0","-","4 w","4 w","—","SA-14-075-A :   Yes","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryder Estate Pinot Noir Rosé ( SA-14-076-A )","Wine","WCC","0","0","0","-","0","-","-","SA-14-076-A 1.0","-","4 w","4 w","—","SA-14-076-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Promise Rosé ( SA-14-077-A )","Wine","WCC","0","0","0","-","0","-","-","SA-14-077-A 1.0","-","4 w","4 w","—","SA-14-077-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Knottyhead Chardonnay  ( SA-14-078-A )","Wine","—","0","0","0","-","0","-","-","SA-14-078-A 1.0","-","4 w","4 w","—","SA-14-078-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nino Ardevi Pinot Grigio Delle Venezie DOC ( SA-14-079-A )","Wine","—","0","0","0","-","0","-","-","SA-14-079-A 1.0","-","4 w","4 w","—","SA-14-079-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Calyptra Vivendo Reserva Chardonnay ( SA-14-080-A )","Wine","—","0","0","0","-","0","-","-","SA-14-080-A 1.0","-","4 w","4 w","—","SA-14-080-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Calyptra Vivendo Reserva Sauvignon Blanc ( SA-14-081-A )","Wine","WCC","0","0","0","-","0","-","-","SA-14-081-A 1.0","-","4 w","4 w","—","SA-14-081-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M by Martellotto Syrah Paso Robles ( SA-14-082-A )","Wine","—","0","0","0","-","0","-","-","SA-14-082-A 1.0","-","4 w","4 w","—","SA-14-082-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wayra Estate Uco Valley Mendoza Malbec ( SA-14-083-A )","Wine","—","0","0","0","-","0","-","-","SA-14-083-A 1.0","-","4 w","4 w","—","SA-14-083-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cruzat Brut ( SA-14-084-A )","Wine","WCC","0","0","0","-","0","-","-","SA-14-084-A 1.0","-","4 w","4 w","—","SA-14-084-A :   Yes","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Durigutti Cabernet ( SA-14-085-A )","Wine","—","0","0","0","-","0","-","-","SA-14-085-A 1.0","-","4 w","4 w","—","SA-14-085-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Avivo Vermentino ( SA-14-086-A )","Wine","WCC","0","2","1","-","1","-","-","SA-14-086-A 1.0","-","4 w","4 w","—","SA-14-086-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Avivo Sangiovese ( SA-14-087-A )","Wine","—","0","0","0","-","0","-","-","SA-14-087-A 1.0","-","4 w","4 w","—","SA-14-087-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tutela Prosecco ( SA-14-088-A )","Wine","—","0","0","0","-","0","-","-","SA-14-088-A 1.0","-","4 w","4 w","—","SA-14-088-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fossil Point Grenache RosÃ© ( SA-14-089-A )","Wine","WCC","0","12","6","-","6","-","-","SA-14-089-A 1.0","-","4 w","4 w","—","SA-14-089-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Badenhorst Curator Red ( SA-14-090-A )","Wine","WCC","0","0","0","-","0","-","-","SA-14-090-A 1.0","-","4 w","4 w","—","SA-14-090-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Badenhorst Curator White ( SA-14-091-A )","Wine","WCC","0","2","1","-","1","-","-","SA-14-091-A 1.0","-","4 w","4 w","—","SA-14-091-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Raia Chardonnay ( SA-14-092-A )","Wine","WCC","0","4","2","-","2","-","-","SA-14-092-A 1.0","Medium Wine :  0.6 %","4 w","4 w","—","SA-14-092-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","4","9","8","2","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"La Yunta Torrontes ( SA-14-093-A )","Wine","—","0","0","0","-","0","-","-","SA-14-093-A 1.0","-","4 w","4 w","—","SA-14-093-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dos Fincas Cabernet Malbec ( SA-14-094-A )","Wine","—","0","0","0","-","0","-","-","SA-14-094-A 1.0","-","4 w","4 w","—","SA-14-094-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shannon Ridge High Elevation Sauvignon Blanc ( SA-14-095-A )","Wine","WCC","0","0","0","-","0","-","-","SA-14-095-A 1.0","-","4 w","4 w","—","SA-14-095-A :   Yes","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shannon Ridge High Elevation Chardonnay ( SA-14-096-A )","Wine","WCC","0","8","4","-","4","-","-","SA-14-096-A 1.0","-","4 w","4 w","—","SA-14-096-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DeMartino Cabernet ( SA-14-097-A )","Wine","—","0","0","0","-","0","-","-","SA-14-097-A 1.0","-","4 w","4 w","—","SA-14-097-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DeMartino Carmenere ( SA-14-098-A )","Wine","WCC","0","2","1","-","1","-","-","SA-14-098-A 1.0","-","4 w","4 w","—","SA-14-098-A :   Yes","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Broadbent Vinho Verde Rose ( SA-14-099-A )","Wine","—","0","0","0","-","0","-","-","SA-14-099-A 1.0","-","4 w","4 w","—","SA-14-099-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Urgency Pinot Noir ( SA-14-100-A )","Wine","WCC","0","0","0","-","0","-","-","SA-14-100-A 1.0","-","4 w","4 w","—","SA-14-100-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Urgency Red Blend ( SA-14-101-A )","Wine","WCC","0","0","0","-","0","-","-","SA-14-101-A 1.0","-","4 w","4 w","—","SA-14-101-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scotto Family Cellars Sangiovese Rose ( SA-14-102-A )","Wine","WCC","0","0","0","-","0","-","-","SA-14-102-A 1.0","-","4 w","4 w","—","SA-14-102-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Villa Loosen Rose ( SA-14-103-A )","Wine","WCC","0","0","0","-","0","-","-","SA-14-103-A 1.0","-","4 w","4 w","—","SA-14-103-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scotto Cellars Old Vine Zin 2017 ( SA-14-104-A )","Wine","WCC","0","0","0","-","0","-","-","SA-14-104-A 1.0","-","4 w","4 w","—","SA-14-104-A :   Yes","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ettore Chardonnay ( SA-14-105-A )","Wine","—","0","0","0","-","0","-","-","SA-14-105-A 1.0","-","4 w","4 w","—","SA-14-105-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stolen Identity Red ( SA-14-106-A )","Wine","WCC","0","0","0","-","0","-","-","SA-14-106-A 1.0","-","4 w","4 w","—","SA-14-106-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rascal Rose ( SA-14-107-A )","Wine","WCC","0","0","0","-","0","-","-","SA-14-107-A 1.0","-","4 w","4 w","—","SA-14-107-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Replica Label Envy Pinot Noir ( SA-14-108-A )","Wine","WCC","0","0","0","-","0","-","-","SA-14-108-A 1.0","-","4 w","4 w","—","SA-14-108-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stolen Identity Pinot Noir ( SA-14-109-A )","Wine","WCC","0","0","0","-","0","-","-","SA-14-109-A 1.0","-","4 w","4 w","—","SA-14-109-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Meadowcroft Malbec ( SA-14-110-A )","Wine","—","0","0","0","-","0","-","-","SA-14-110-A 1.0","-","4 w","4 w","—","SA-14-110-A :   No","Legacy","—","—","30.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
