"Name (SKU)","Supplier","Location","Drop Level","Total Inventory","Packed Inventory","Prelisted","Bulk Inventory","Ordered Inventory","Last Orders","SA BOMs","Popularity","Lead Time","Weeks On Hand","Case Qty","Discontinued","Core Status","Purchase Coverage Goal","Packed Coverage Goal","Buffer Settings","Carton/Sticker","Carton/Sticker Inventory","Recommended","W34 (8/16)","W35 (8/23)","W36 (8/30)","W37 (9/6)","W38 (9/13)","W39 (9/20)","W40 (9/27)","W41 (10/4)","W42 (10/11)","W43 (10/18)","W44 (10/25)","W45 (11/1)","W46 (11/8)","W47 (11/15)","W48 (11/22)","W49 (11/29)","W50 (12/6)","W51 (12/13)","W52 (12/20)","W1 (12/27)","W2 (1/3)","W3 (1/10)","W4 (1/17)","W5 (1/24)","W6 (1/31)","W7 (2/7)","W8 (2/14)","W9 (2/21)","W10 (2/28)","W11 (3/7)","W12 (3/14)","W13 (3/21)","W14 (3/28)","W15 (4/4)","W16 (4/11)","W17 (4/18)","W18 (4/25)","W19 (5/2)","W20 (5/9)","W21 (5/16)","W22 (5/23)","W23 (5/30)","W24 (6/6)","W25 (6/13)","W26 (6/20)","W27 (6/27)","W28 (7/4)","W29 (7/11)","W30 (7/18)","W31 (7/25)","W32 (8/1)","W33 (8/8)","W34 (8/15)","W35 (8/22)","W36 (8/29)","W37 (9/5)","W38 (9/12)","W39 (9/19)","W40 (9/26)","W41 (10/3)"
"Thyme To Spare Individual ( RM-39-058-A )","Saltopia","—","0","2","2","-","0","-","-","SA-39-058-A 1.0","-","4 w","4 w","—","SA-39-058-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sea Salt Sampler ( 3 x 6 oz bags) Individual ( RM-39-077-A )","Saltopia","Englewood","0","233","233","-","0","-","-","","Gourmet Goods & Spa :  2.0 %","4 w","4 w","—","5  Active","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","18","25","21","22","22","25","29","52","41","30","33","28","33","53","41","155","309","458","299","82","98","46","32","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sour Cherry Jam Individual ( RM-39-027-A )","Stonewall Kitchen","—","0","1","1","-","0","-","-","SA-39-027-A 1.0","-","4 w","4 w","—","SA-39-027-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fig & Ginger Jam Individual ( RM-39-029-A )","Stonewall Kitchen","Englewood","0","262","238","-","0","24","P02140 7/28/26","SA-39-029-A 1.0","Gourmet Goods & Spa :  1.0 %","4 w","4 w","—","SA-39-029-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","9","12","10","11","11","12","15","26","21","15","17","14","16","26","20","77","153","227","148","41","48","23","16","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mixed Berry Jam Individual ( RM-39-030-A )","Stonewall Kitchen","—","0","7","7","-","0","-","-","SA-39-030-A 1.0","-","4 w","4 w","—","SA-39-030-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seedless Raspberry Jam Individual ( RM-39-031-A )","Stonewall Kitchen","Englewood","0","203","203","-","0","-","-","SA-39-031-A 1.0","Gourmet Goods & Spa :  1.8 %","4 w","4 w","—","SA-39-031-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","16","22","19","20","20","22","26","46","37","27","30","25","30","47","37","138","276","409","267","73","87","41","28","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Red Pepper Jelly Individual ( RM-39-032-A )","Stonewall Kitchen","—","0","4","4","-","0","-","-","SA-39-032-A 1.0","-","4 w","4 w","—","SA-39-032-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hot Pepper Jelly Individual ( RM-39-033-A )","Stonewall Kitchen","Englewood","0","280","208","-","36","36","P02140 7/28/26","SA-39-033-A 1.0","Gourmet Goods & Spa :  1.6 %","4 w","4 w","—","SA-39-033-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","14","19","16","17","17","19","22","39","32","23","25","21","25","40","31","118","236","350","228","62","75","35","24","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roasted Garlic & Onion Jam Individual ( RM-39-034-A )","Stonewall Kitchen","—","0","8","8","-","0","-","-","SA-39-034-A 1.0","-","4 w","4 w","—","SA-39-034-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Maple Bacon Onion Jam Individual ( RM-39-035-A )","Stonewall Kitchen","Englewood","0","277","205","-","36","36","P02140 7/28/26","SA-39-035-A 1.0","Gourmet Goods & Spa :  1.2 %","4 w","4 w","—","SA-39-035-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","11","15","13","13","13","15","18","31","25","18","20","17","20","32","25","94","187","278","181","50","59","28","19","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bourbon Bacon Jam Individual ( RM-39-036-A )","Stonewall Kitchen","Englewood","0","198","198","-","0","-","-","SA-39-036-A 1.0","Gourmet Goods & Spa :  1.4 %","4 w","4 w","—","SA-39-036-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","13","17","15","15","15","17","21","36","29","21","23","19","23","37","29","108","216","321","209","57","68","32","22","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hot Pepper Peach Jam Individual ( RM-39-037-A )","Stonewall Kitchen","—","0","7","79","-","-72","-","-","SA-39-037-A 1.0","-","4 w","4 w","—","SA-39-037-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sweet Honey Mustard Individual ( RM-39-038-A )","Stonewall Kitchen","Englewood","0","272","236","-","0","36","P02140 7/28/26","SA-39-038-A 1.0","Gourmet Goods & Spa :  0.9 %","4 w","4 w","—","SA-39-038-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","8","11","9","10","10","11","13","23","18","13","15","12","15","23","18","68","136","203","132","36","43","20","14","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blue Cheese Herb Mustard Individual ( RM-39-039-A )","Stonewall Kitchen","Englewood","0","242","218","-","0","24","P02140 7/28/26","SA-39-039-A 1.0","Gourmet Goods & Spa :  0.7 %","4 w","4 w","—","SA-39-039-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","6","8","7","7","7","8","10","18","14","10","11","9","11","18","14","52","105","155","101","28","33","15","11","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Horseradish Mustard Individual ( RM-39-040-A )","Stonewall Kitchen","Englewood","0","275","251","-","0","24","P02140 7/28/26","SA-39-040-A 1.0","Gourmet Goods & Spa :  1.2 %","4 w","4 w","—","SA-39-040-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","10","14","12","12","12","14","17","29","24","17","19","16","19","30","23","88","175","260","169","46","55","26","18","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Maine Maple Champagne Mustard Individual ( RM-39-041-A )","Stonewall Kitchen","—","0","136","148","-","-12","-","-","SA-39-041-A 1.0","-","4 w","4 w","—","SA-39-041-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Horseradish Bacon Mustard Dip Individual ( RM-39-042-A )","Stonewall Kitchen","—","0","2","2","-","0","-","-","SA-39-042-A 1.0","-","4 w","4 w","—","SA-39-042-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Raspberry Honey Mustard Dip Individual ( RM-39-043-A )","Stonewall Kitchen","—","0","4","4","-","0","-","-","SA-39-043-A 1.0","-","4 w","4 w","—","SA-39-043-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dark Chocolate Sea Salt Caramel Individual ( RM-39-044-A )","Stonewall Kitchen","Englewood","0","265","217","-","48","-","-","SA-39-044-A 1.0","-","4 w","4 w","—","SA-39-044-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sea Salt Caramel Individual ( RM-39-045-A )","Stonewall Kitchen","Englewood","0","147","147","-","0","-","-","FG-48-018-A 1.0 SA-39-045-A 1.0 SA-48-074-A 1.0","Gourmet Goods & Spa :  1.0 %","4 w","4 w","—","3  Active","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","9","12","10","11","11","12","14","25","20","14","16","13","16","25","20","74","149","221","144","39","47","22","15","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bittersweet Chocolate Individual ( RM-39-046-A )","Stonewall Kitchen","—","0","1","1","-","0","-","-","SA-39-046-A 1.0","-","4 w","4 w","—","SA-39-046-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bourbon Pecan Caramel Individual ( RM-39-047-A )","Stonewall Kitchen","Englewood","0","202","202","-","0","-","-","SA-39-047-A 1.0","Gourmet Goods & Spa :  0.6 %","4 w","4 w","—","SA-39-047-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","6","8","6","7","7","8","9","16","13","9","10","8","10","16","13","48","95","141","92","25","30","14","10","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dulce de Leche Individual ( RM-39-048-A )","Stonewall Kitchen","Englewood","0","257","233","-","0","24","P02140 7/28/26","SA-39-048-A 1.0","Gourmet Goods & Spa :  1.0 %","4 w","4 w","—","SA-39-048-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","9","12","11","11","11","12","15","26","21","15","17","14","17","26","21","77","154","229","149","41","49","23","16","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Coffee Caramel Individual ( RM-39-049-A )","Stonewall Kitchen","Englewood","0","99","3","-","0","96","P02140 7/28/26","SA-39-049-A 1.0","Gourmet Goods & Spa :  0.2 %","4 w","4 w","—","SA-39-049-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","2","3","2","2","2","3","3","6","5","3","4","3","4","6","5","17","34","51","33","9","11","5","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wild Maine Blueberry Jam Individual ( RM-39-050-A )","Stonewall Kitchen","Englewood","0","295","175","-","84","36","P02140 7/28/26","SA-39-050-A 1.0","Gourmet Goods & Spa :  1.7 %","4 w","4 w","—","SA-39-050-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","15","21","18","19","19","21","25","44","35","25","28","23","28","45","35","131","262","389","253","69","83","39","27","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Strawberry Jam Individual ( RM-39-067-A )","Stonewall Kitchen","Englewood","0","17","3","-","14","-","-","","-","4 w","4 w","—","1  Disc 4  Active","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hot Pepper Bacon Jam Individual ( RM-39-001-A )","Terrapin Ridge","—","0","55","5","-","50","-","-","SA-39-001-A 1.0","-","4 w","4 w","—","SA-39-001-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Balsamic Onion Jam Individual ( RM-39-002-A )","Terrapin Ridge","Englewood","0","315","207","-","0","108","P02135 7/27/26","SA-39-002-A 1.0","Gourmet Goods & Spa :  1.5 %","4 w","4 w","—","SA-39-002-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","14","19","16","17","17","19","22","39","31","22","25","21","25","40","31","117","233","346","225","62","74","34","24","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Apple Maple Bacon Jam Individual ( RM-39-003-A )","Terrapin Ridge","—","0","5","5","-","0","-","-","SA-39-003-A 1.0","-","4 w","4 w","—","SA-39-003-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cranberry Relish Individual ( RM-39-004-A )","Terrapin Ridge","—","0","223","145","-","78","-","-","SA-39-004-A 1.0","-","4 w","4 w","—","SA-39-004-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blueberry Bourbon Pecan Jam Individual ( RM-39-005-A )","Terrapin Ridge","Englewood","0","285","249","-","0","36","P02135 7/27/26","SA-39-005-A 1.0","Gourmet Goods & Spa :  1.3 %","4 w","4 w","—","SA-39-005-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","12","16","14","14","14","16","19","33","27","19","21","18","21","34","26","99","198","295","192","53","63","29","20","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stawberry & Fig Jam Individual ( RM-39-006-A )","Terrapin Ridge","—","0","7","7","-","0","-","-","SA-39-006-A 1.0","-","4 w","4 w","—","SA-39-006-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mango Habanero Jam Individual ( RM-39-007-A )","Terrapin Ridge","—","0","1","1","-","0","-","-","SA-39-007-A 1.0","-","4 w","4 w","—","SA-39-007-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hot Pepper Raspberry Preserves Individual ( RM-39-008-A )","Terrapin Ridge","—","0","6","6","-","0","-","-","SA-39-008-A 1.0","-","4 w","4 w","—","SA-39-008-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Onion Blossom Horseradish Dip Individual ( RM-39-009-A )","Terrapin Ridge","—","0","7","7","-","0","-","-","SA-39-009-A 1.0","-","4 w","4 w","—","SA-39-009-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Raspberry Honey Mustard Dip Individual ( RM-39-010-A )","Terrapin Ridge","—","0","8","8","-","0","-","-","SA-39-010-A 1.0","-","4 w","4 w","—","SA-39-010-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bacon Pepper Dip Individual ( RM-39-011-A )","Terrapin Ridge","—","0","146","146","-","0","-","-","SA-39-011-A 1.0","-","4 w","4 w","—","SA-39-011-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hatch Chili Cream Cheese Dip Individual ( RM-39-012-A )","Terrapin Ridge","—","0","1","1","-","0","-","-","SA-39-012-A 1.0","-","4 w","4 w","—","SA-39-012-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pineapple & Habanero Dip Individual ( RM-39-013-A )","Terrapin Ridge","Englewood","0","5","5","-","0","-","-","SA-39-013-A 1.0","-","4 w","4 w","—","SA-39-013-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roasted Garlic Horseradish Dip Individual ( RM-39-014-A )","Terrapin Ridge","—","0","0","-1","-","0","-","-","SA-39-014-A 1.0","-","4 w","4 w","—","SA-39-014-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Creamy Chipotle Pepper Dip Individual ( RM-39-015-A )","Terrapin Ridge","—","0","1","1","-","0","-","-","SA-39-015-A 1.0","-","4 w","4 w","—","SA-39-015-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hoppin Jalapeno Dip Individual ( RM-39-016-A )","Terrapin Ridge","—","0","6","6","-","0","-","-","SA-39-016-A 1.0","-","4 w","4 w","—","SA-39-016-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pecan Honey Mustard Individual ( RM-39-017-A )","Terrapin Ridge","—","0","149","149","-","0","-","-","SA-39-017-A 1.0","-","4 w","4 w","—","SA-39-017-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dill Pickle Mustard Individual ( RM-39-018-A )","Terrapin Ridge","—","0","53","145","-","-92","-","-","SA-39-018-A 1.0","-","4 w","4 w","—","SA-39-018-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Smokey Maple Bacon Mustard Individual ( RM-39-019-A )","Terrapin Ridge","—","0","144","144","-","0","-","-","SA-39-019-A 1.0","-","4 w","4 w","—","SA-39-019-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nashville Hot Mustard Individual ( RM-39-020-A )","Terrapin Ridge","—","0","0","-1","-","0","-","-","SA-39-020-A 1.0","-","4 w","4 w","—","SA-39-020-A :   Yes","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Creamy Garlic Mustard Individual ( RM-39-023-A )","Terrapin Ridge","Englewood","0","324","158","-","22","144","P02135 7/27/26","SA-39-023-A 1.0","Gourmet Goods & Spa :  0.9 %","4 w","4 w","—","SA-39-023-A :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","8","11","9","10","10","11","13","23","19","13","15","12","15","24","18","70","139","207","135","37","44","21","14","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Champagne Poppy Tiny Terracotta Individual ( RM-15-045-A )","Modern Sprout","—","0","0","0","-","0","-","-","SA-15-045-A","-","1 w","4 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Live Well Lavender Tiny Terracotta Individual ( RM-15-046-A )","Modern Sprout","—","0","0","0","-","0","-","-","SA-15-046-A","-","1 w","4 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Curious Catnip Tiny Terracotta Individual ( RM-15-048-A )","Modern Sprout","—","0","0","0","-","-120","-","-","SA-15-048-A","-","1 w","4 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Primrose Tiny Terracotta Individual ( RM-15-049-A )","Modern Sprout","—","0","0","0","-","0","-","-","SA-15-049-A","-","1 w","4 w","—","-","Legacy","—","—","50.0 % Week  49 - 53","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Benjamin Soap Sleep Spray Individual ( RM-16-104-A )","Benjamin Soap","Englewood","0","21","5","-","16","-","-","","Gourmet Goods & Spa :  2.3 %","5 w","4 w","—","5  Active","Legacy","—","—","50.0 % Week  49 - 53","-","-","269","20","28","24","25","25","28","33","59","47","34","38","31","38","60","47","176","351","522","340","93","111","52","36","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
